ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3000832	evgA	1015	protein homolog model	Escherichia coli	0.1	74.12	61.38	67.18	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam; tetracycline antibiotic
ARO:3000898	TEM-28	1022	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002205	IMP-14	1023	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002205	IMP-14	1023	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3001000	TEM-136	1025	protein homolog model	Escherichia coli	0.02	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001059	SHV-1	1028	protein homolog model	Escherichia coli	0.03	0.07	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001059	SHV-1	1028	protein homolog model	Escherichia coli	0.03	0.06	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002660	APH(6)-Id	1031	protein homolog model	Escherichia coli	4.59	24.45	4.43	3.32	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002693	cmlA1	1037	protein homolog model	Escherichia coli	0.73	4	0.34	0.64	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3001060	SHV-2	1053	protein homolog model	Escherichia coli	0	0.05	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001060	SHV-2	1053	protein homolog model	Escherichia coli	0	0.05	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002576	AAC(6')-Ib3	1068	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000410	sul1	1070	protein homolog model	Escherichia coli	4.2	15.98	2.57	2.04	perfect	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000410	sul1	1070	protein homolog model	Escherichia coli	4.67	18.41	3.37	2.43	perfect_strict	antibiotic target replacement; sulfonamide antibiotic; sulfone antibiotic
ARO:3000891	TEM-20	1075	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000891	TEM-20	1075	protein homolog model	Escherichia coli	0.02	0.05	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002274	VIM-4	1078	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002274	VIM-4	1078	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3001035	TEM-169	1090	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001035	TEM-169	1090	protein homolog model	Escherichia coli	0.01	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002197	IMP-6	1091	protein homolog model	Escherichia coli	0	0.01	0.06	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002197	IMP-6	1091	protein homolog model	Escherichia coli	0	0.01	0.06	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3000946	TEM-79	1096	protein homolog model	Escherichia coli	0	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001782	OXA-48	1099	protein homolog model	Escherichia coli	0.15	0.42	0.91	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001782	OXA-48	1099	protein homolog model	Escherichia coli	0.15	0.43	0.91	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001883	CTX-M-21	1101	protein homolog model	Escherichia coli	0	0.04	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3000216	acrB	1104	protein homolog model	Escherichia coli	0.01	45.81	37.59	3.07	perfect	antibiotic efflux; cephalosporin; disinfecting agents and antiseptics; fluoroquinolone antibiotic; glycylcycline; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic
ARO:3000216	acrB	1104	protein homolog model	Escherichia coli	0.01	74.75	61.55	3.19	perfect_strict	antibiotic efflux; cephalosporin; disinfecting agents and antiseptics; fluoroquinolone antibiotic; glycylcycline; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic
ARO:3002540	AAC(3)-VIa	1105	protein homolog model	Escherichia coli	0.15	0.67	0.06	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000467	NDM-5	1106	protein homolog model	Escherichia coli	0.63	1.56	0.06	0.13	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000467	NDM-5	1106	protein homolog model	Escherichia coli	0.63	1.57	0.06	0.13	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3002847	arr-2	1116	protein homolog model	Escherichia coli	0.24	0.5	0.03	0	perfect	antibiotic inactivation; rifamycin antibiotic
ARO:3002847	arr-2	1116	protein homolog model	Escherichia coli	0.25	0.52	0.03	0	perfect_strict	antibiotic inactivation; rifamycin antibiotic
ARO:3001397	OXA-2	1118	protein homolog model	Escherichia coli	0.02	0.08	0.09	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001397	OXA-2	1118	protein homolog model	Escherichia coli	0.02	0.09	0.09	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002652	APH(3')-VIa	1121	protein homolog model	Escherichia coli	0.02	0	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002652	APH(3')-VIa	1121	protein homolog model	Escherichia coli	0.03	0.01	0.03	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001046	TEM-186	1124	protein homolog model	Escherichia coli	0	0.04	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001925	CTX-M-64	1127	protein homolog model	Escherichia coli	0.02	0.11	0.03	0.13	perfect	antibiotic inactivation; cephalosporin
ARO:3001925	CTX-M-64	1127	protein homolog model	Escherichia coli	0.02	0.13	0.03	0.13	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001418	OXA-23	1128	protein homolog model	Escherichia coli	0	0	0.03	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001418	OXA-23	1128	protein homolog model	Escherichia coli	0	0	0.03	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002531	AAC(3)-Ic	1131	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002531	AAC(3)-Ic	1131	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000957	TEM-90	1137	protein homolog model	Escherichia coli	0	0.12	0.03	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000168	tet(D)	1138	protein homolog model	Escherichia coli	0.03	0.49	0.43	0.64	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000168	tet(D)	1138	protein homolog model	Escherichia coli	0.07	1.07	0.49	0.64	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3002858	dfrA12	1139	protein homolog model	Escherichia coli	1.62	5.72	0.71	0.77	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002858	dfrA12	1139	protein homolog model	Escherichia coli	1.66	5.84	0.71	1.02	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002860	dfrA17	1142	protein homolog model	Escherichia coli	0.07	4.07	1.09	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002860	dfrA17	1142	protein homolog model	Escherichia coli	2.08	8.56	1.37	0.26	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3001983	CTX-M-124	1145	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001022	TEM-156	1146	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001022	TEM-156	1146	protein homolog model	Escherichia coli	0.02	0.02	0.03	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002313	KPC-3	1153	protein homolog model	Escherichia coli	0.13	0.1	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam
ARO:3002313	KPC-3	1153	protein homolog model	Escherichia coli	0.13	0.11	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam
ARO:3001013	TEM-146	1154	protein homolog model	Escherichia coli	0	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000993	TEM-129	1159	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002615	aadA15	1162	protein homolog model	Escherichia coli	0.03	0.52	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000421	norB	1167	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3002359	NDM-9	1168	protein homolog model	Escherichia coli	0.02	0.28	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3002359	NDM-9	1168	protein homolog model	Escherichia coli	0.02	0.28	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3000923	TEM-54	1173	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000923	TEM-54	1173	protein homolog model	Escherichia coli	0.01	0.04	0.11	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002322	KPC-12	1177	protein homolog model	Escherichia coli	0	0	0	0.13	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam
ARO:3002195	IMP-4	1179	protein homolog model	Escherichia coli	0.04	0.04	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002195	IMP-4	1179	protein homolog model	Escherichia coli	0.04	0.04	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3001965	CTX-M-105	1182	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001214	mdtM	1191	protein homolog model	Escherichia coli	0	3.25	8.15	0.51	perfect	antibiotic efflux; disinfecting agents and antiseptics; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3001214	mdtM	1191	protein homolog model	Escherichia coli	0.02	65.13	53.34	2.04	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics; fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic
ARO:3003107	mef(B)	1198	protein homolog model	Escherichia coli	0.24	0.61	0.09	0	perfect	antibiotic efflux; macrolide antibiotic
ARO:3003107	mef(B)	1198	protein homolog model	Escherichia coli	1	3.36	0.26	0.38	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3000251	msrA	1200	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic target protection; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic; tetracycline antibiotic
ARO:3000448	QepA1	1206	protein homolog model	Escherichia coli	0	0.07	0	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3002271	VIM-1	1211	protein homolog model	Escherichia coli	0.03	0.04	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002271	VIM-1	1211	protein homolog model	Escherichia coli	0.03	0.04	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3003157	TEM-219	1218	protein homolog model	Escherichia coli	0	0.06	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001043	TEM-178	1225	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002602	aadA2	1227	protein homolog model	Escherichia coli	1.26	5.22	0.91	0.89	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002602	aadA2	1227	protein homolog model	Escherichia coli	1.99	6.37	0.91	1.15	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001895	CTX-M-33	1230	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3003676	AAC(6')-Ib'	1235	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3003676	AAC(6')-Ib'	1235	protein homolog model	Escherichia coli	0.01	0.01	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001007	TEM-144	1241	protein homolog model	Escherichia coli	0	0.05	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002622	aadA6/aadA10	1242	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002622	aadA6/aadA10	1242	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000316	mphA	1243	protein homolog model	Escherichia coli	3.16	10.62	1.54	0.77	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3000316	mphA	1243	protein homolog model	Escherichia coli	3.65	11.84	2.14	1.02	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3000676	H-NS	1248	protein homolog model	Escherichia coli	0.12	69.62	59.29	0	perfect	antibiotic efflux; cephalosporin; cephamycin; fluoroquinolone antibiotic; macrolide antibiotic; penam; tetracycline antibiotic
ARO:3000676	H-NS	1248	protein homolog model	Escherichia coli	0.12	74.57	61.46	0	perfect_strict	antibiotic efflux; cephalosporin; cephamycin; fluoroquinolone antibiotic; macrolide antibiotic; penam; tetracycline antibiotic
ARO:3002159	FOX-5	1249	protein homolog model	Escherichia coli	0.02	0.02	0	0	perfect	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002159	FOX-5	1249	protein homolog model	Escherichia coli	0.02	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3001908	CTX-M-46	1254	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3002780	QnrB68	1257	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002769	QnrB56	1263	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3000595	ErmT	1275	protein homolog model	Escherichia coli	0	0.1	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000967	TEM-104	1279	protein homolog model	Escherichia coli	0.01	0.07	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002895	SAT-2	1285	protein homolog model	Escherichia coli	0.07	2.22	1.06	1.28	perfect	antibiotic inactivation; nucleoside antibiotic
ARO:3002895	SAT-2	1285	protein homolog model	Escherichia coli	0.07	2.28	1.09	1.28	perfect_strict	antibiotic inactivation; nucleoside antibiotic
ARO:3001004	TEM-141	1290	protein homolog model	Escherichia coli	0	0.07	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002684	catII	1295	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; phenicol antibiotic
ARO:3000804	MexF	1300	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic efflux; diaminopyrimidine antibiotic; fluoroquinolone antibiotic; phenicol antibiotic
ARO:3000379	OprM	1305	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux; carbapenem; cephalosporin; cephamycin; diaminopyrimidine antibiotic; disinfecting agents and antiseptics; fluoroquinolone antibiotic; macrolide antibiotic; monobactam; penam; penem; peptide antibiotic; phenicol antibiotic; sulfonamide antibiotic; tetracycline antibiotic
ARO:3000794	mdtC	1315	protein homolog model	Escherichia coli	0	0.98	6	0	perfect	aminocoumarin antibiotic; antibiotic efflux
ARO:3000794	mdtC	1315	protein homolog model	Escherichia coli	0.04	74.71	61.29	0	perfect_strict	aminocoumarin antibiotic; antibiotic efflux
ARO:3001866	CTX-M-3	1317	protein homolog model	Escherichia coli	0.08	0.38	0	0	perfect	antibiotic inactivation; cephalosporin; cephamycin; penam
ARO:3001866	CTX-M-3	1317	protein homolog model	Escherichia coli	0.08	0.41	0.06	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin; penam
ARO:3000833	evgS	1318	protein homolog model	Escherichia coli	0	7.26	9.86	9.96	perfect	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam; tetracycline antibiotic
ARO:3000833	evgS	1318	protein homolog model	Escherichia coli	0.11	74.41	61.35	67.05	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic; macrolide antibiotic; penam; tetracycline antibiotic
ARO:3000617	mecA	1321	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic target replacement; carbapenem; cephalosporin; cephamycin; monobactam; penam
ARO:3000516	emrR	1330	protein homolog model	Escherichia coli	0.02	61.71	52.06	0	perfect	antibiotic efflux; fluoroquinolone antibiotic
ARO:3000516	emrR	1330	protein homolog model	Escherichia coli	0.02	74.64	61.46	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3002647	APH(3')-IIIa	1332	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002647	APH(3')-IIIa	1332	protein homolog model	Escherichia coli	0.01	0.05	0.54	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000828	baeR	1337	protein homolog model	Escherichia coli	0.03	42.96	36.56	0	perfect	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux
ARO:3000828	baeR	1337	protein homolog model	Escherichia coli	0.04	74.71	61.38	0	perfect_strict	aminocoumarin antibiotic; aminoglycoside antibiotic; antibiotic efflux
ARO:3002689	Plasmid-encoded cat (pp-cat)	1342	protein homolog model	Escherichia coli	0.03	0.2	0	0	perfect_strict	antibiotic inactivation; phenicol antibiotic
ARO:3000178	tet(K)	1345	protein homolog model	Escherichia coli	0.01	0.02	0	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000960	TEM-93	1350	protein homolog model	Escherichia coli	0	0.11	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002334	GES-5	1353	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002334	GES-5	1353	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001016	TEM-149	1355	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001991	CTX-M-132	1357	protein homolog model	Escherichia coli	0.02	0.03	0	0	perfect	antibiotic inactivation; cephalosporin
ARO:3001991	CTX-M-132	1357	protein homolog model	Escherichia coli	0.02	0.05	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3002581	AAC(6')-Ib10	1370	protein homolog model	Escherichia coli	0.21	0.56	0.06	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000230	ANT(2'')-Ia	1372	protein homolog model	Escherichia coli	0.08	0.6	0.14	0.26	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000230	ANT(2'')-Ia	1372	protein homolog model	Escherichia coli	0.08	0.64	0.14	0.26	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002535	AAC(3)-IIc	1378	protein homolog model	Escherichia coli	0.13	0.32	0.14	0.89	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001053	TEM-193	1380	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000790	mdsB	1385	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic efflux; carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; phenicol antibiotic
ARO:3002619	aadA22	1392	protein homolog model	Escherichia coli	0.33	0.4	0	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002619	aadA22	1392	protein homolog model	Escherichia coli	0.34	0.75	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000858	armA	1405	protein homolog model	Escherichia coli	0.04	0.23	0.09	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000858	armA	1405	protein homolog model	Escherichia coli	0.04	0.24	0.09	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3002017	CMY-6	1409	protein homolog model	Escherichia coli	0.09	0.07	0.03	0	perfect	antibiotic inactivation; cephamycin
ARO:3002017	CMY-6	1409	protein homolog model	Escherichia coli	0.09	0.08	0.03	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002135	DHA-6	1418	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin; cephamycin
ARO:3002605	aadA5	1420	protein homolog model	Escherichia coli	2.18	8.07	1.2	0.26	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002605	aadA5	1420	protein homolog model	Escherichia coli	2.33	8.85	1.32	0.26	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000952	TEM-85	1421	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000886	TEM-15	1423	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000491	acrD	1427	protein homolog model	Escherichia coli	0.02	14.49	15.38	0	perfect	aminoglycoside antibiotic; antibiotic efflux
ARO:3000491	acrD	1427	protein homolog model	Escherichia coli	0.09	74.69	61.58	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux
ARO:3002696	cmlA6	1435	protein homolog model	Escherichia coli	0.03	0.18	0.06	0	perfect	antibiotic efflux; phenicol antibiotic
ARO:3002696	cmlA6	1435	protein homolog model	Escherichia coli	0.24	0.61	0.11	0	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3000910	TEM-40	1436	protein homolog model	Escherichia coli	0.02	0.05	0	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000910	TEM-40	1436	protein homolog model	Escherichia coli	0.03	0.07	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000502	AcrF	1437	protein homolog model	Escherichia coli	0	5.77	10.06	0	perfect	antibiotic efflux; cephalosporin; cephamycin; fluoroquinolone antibiotic; penam
ARO:3000502	AcrF	1437	protein homolog model	Escherichia coli	0.04	73.22	60.61	0	perfect_strict	antibiotic efflux; cephalosporin; cephamycin; fluoroquinolone antibiotic; penam
ARO:3001962	CTX-M-103	1440	protein homolog model	Escherichia coli	0	0	0	0.64	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3003548	mdtN	1442	protein homolog model	Escherichia coli	0.01	22.28	20.15	0	perfect	antibiotic efflux; disinfecting agents and antiseptics; nucleoside antibiotic
ARO:3003548	mdtN	1442	protein homolog model	Escherichia coli	0.03	74.34	61.18	0	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics; nucleoside antibiotic
ARO:3000499	AcrE	1445	protein homolog model	Escherichia coli	0.04	39.62	29.93	0	perfect	antibiotic efflux; cephalosporin; cephamycin; fluoroquinolone antibiotic; penam
ARO:3000499	AcrE	1445	protein homolog model	Escherichia coli	0.04	74.02	60.86	0	perfect_strict	antibiotic efflux; cephalosporin; cephamycin; fluoroquinolone antibiotic; penam
ARO:3001393	TEM-216	1452	protein homolog model	Escherichia coli	0.24	0.64	0.03	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001023	TEM-157	1458	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002607	aadA7	1464	protein homolog model	Escherichia coli	0.03	0.13	0	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001179	SHV-135	1468	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3000780	adeI	1471	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic efflux; carbapenem; cephalosporin; diaminopyrimidine antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; macrolide antibiotic; penem; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic
ARO:3001906	CTX-M-44	1473	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; cephalosporin
ARO:3001906	CTX-M-44	1473	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3000941	TEM-75	1488	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002839	lnuF	1491	protein homolog model	Escherichia coli	0	0.03	0	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3003011	dfrA10	1497	protein homolog model	Escherichia coli	0	0.01	0	0	perfect	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3003011	dfrA10	1497	protein homolog model	Escherichia coli	0	0.01	0	0	perfect_strict	antibiotic target replacement; diaminopyrimidine antibiotic
ARO:3002897	SAT-4	1505	protein homolog model	Escherichia coli	0	0.02	0	0	perfect_strict	antibiotic inactivation; nucleoside antibiotic
ARO:3002354	NDM-3	1515	protein homolog model	Escherichia coli	0	0	0.03	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam
ARO:3002826	EreA2	1518	protein homolog model	Escherichia coli	0	0.03	0	0	perfect	antibiotic inactivation; macrolide antibiotic
ARO:3002826	EreA2	1518	protein homolog model	Escherichia coli	0.03	0.15	0	0	perfect_strict	antibiotic inactivation; macrolide antibiotic
ARO:3002229	IMP-38	1522	protein homolog model	Escherichia coli	0.01	0	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3002229	IMP-38	1522	protein homolog model	Escherichia coli	0.01	0	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin; penam; penem
ARO:3001026	TEM-160	1525	protein homolog model	Escherichia coli	0.04	0.03	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001034	TEM-168	1528	protein homolog model	Escherichia coli	0.01	0.02	0	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
